keyword,cluster_id,cluster,intent,demand_tier,geo,score,band,value,fit,winnability,effort,evidence,map_pack,ai_overview,gsc_impressions,gsc_position
licensed social media marketing consultant kolkata,c-077,Social Media Marketing Consultant Kolkata,transactional,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
top rated social media marketing consultant kolkata,c-077,Social Media Marketing Consultant Kolkata,transactional,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
emergency social media marketing consultant kolkata,c-077,Social Media Marketing Consultant Kolkata,transactional,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
affordable social media marketing consultant kolkata,c-077,Social Media Marketing Consultant Kolkata,transactional,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant contractor kolkata,c-077,Social Media Marketing Consultant Kolkata,transactional,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant kolkata cost,c-077,Social Media Marketing Consultant Kolkata,informational_bofu,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant prices kolkata,c-077,Social Media Marketing Consultant Kolkata,informational_bofu,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant quotes kolkata,c-077,Social Media Marketing Consultant Kolkata,informational_bofu,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant cost in kolkata,c-077,Social Media Marketing Consultant Kolkata,informational_bofu,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant kolkata reviews,c-077,Social Media Marketing Consultant Kolkata,commercial,long_tail,kolkata,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,mid,ahmedabad,1,parked,2,4,2,7,inferred,,,,
ahmedabad social media marketing consultant,c-078,Social Media Marketing Consultant Ahmedabad,transactional,mid,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant in ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,mid,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant ahmedabad gj,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant near ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
best social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
cheap social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant company ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
best social media marketing consultant in ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
24 hour social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant services ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
same day social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
licensed social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
top rated social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
emergency social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
affordable social media marketing consultant ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant contractor ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,transactional,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant ahmedabad cost,c-078,Social Media Marketing Consultant Ahmedabad,informational_bofu,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant prices ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,informational_bofu,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant quotes ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,informational_bofu,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant cost in ahmedabad,c-078,Social Media Marketing Consultant Ahmedabad,informational_bofu,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
social media marketing consultant ahmedabad reviews,c-078,Social Media Marketing Consultant Ahmedabad,commercial,long_tail,ahmedabad,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
mumbai performance marketing consultant,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant in mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant mumbai mh,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant near mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
cheap performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant company mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant in mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant services mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
licensed performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
emergency performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
affordable performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant contractor mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant mumbai cost,c-081,Performance Marketing Consultant Mumbai,informational_bofu,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant prices mumbai,c-081,Performance Marketing Consultant Mumbai,informational_bofu,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant quotes mumbai,c-081,Performance Marketing Consultant Mumbai,informational_bofu,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant cost in mumbai,c-081,Performance Marketing Consultant Mumbai,informational_bofu,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant mumbai reviews,c-081,Performance Marketing Consultant Mumbai,commercial,mid,mumbai,1,parked,2,4,2,7,inferred,,,,
24 hour performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,long_tail,mumbai,1,parked,2,4,2,7,inferred,,,,
same day performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,long_tail,mumbai,1,parked,2,4,2,7,inferred,,,,
top rated performance marketing consultant mumbai,c-081,Performance Marketing Consultant Mumbai,transactional,long_tail,mumbai,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
delhi performance marketing consultant,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant in delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant delhi dl,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant near delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
cheap performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant company delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant in delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant services delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
licensed performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
emergency performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
affordable performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant contractor delhi,c-082,Performance Marketing Consultant Delhi,transactional,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant delhi cost,c-082,Performance Marketing Consultant Delhi,informational_bofu,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant prices delhi,c-082,Performance Marketing Consultant Delhi,informational_bofu,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant quotes delhi,c-082,Performance Marketing Consultant Delhi,informational_bofu,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant cost in delhi,c-082,Performance Marketing Consultant Delhi,informational_bofu,mid,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant delhi reviews,c-082,Performance Marketing Consultant Delhi,commercial,mid,delhi,1,parked,2,4,2,7,inferred,,,,
24 hour performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,long_tail,delhi,1,parked,2,4,2,7,inferred,,,,
same day performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,long_tail,delhi,1,parked,2,4,2,7,inferred,,,,
top rated performance marketing consultant delhi,c-082,Performance Marketing Consultant Delhi,transactional,long_tail,delhi,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
gurgaon performance marketing consultant,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant in gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant gurgaon hr,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant near gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
cheap performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant company gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
best performance marketing consultant in gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant services gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
licensed performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
emergency performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
affordable performance marketing consultant gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant contractor gurgaon,c-083,Performance Marketing Consultant Gurgaon,transactional,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant gurgaon cost,c-083,Performance Marketing Consultant Gurgaon,informational_bofu,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant prices gurgaon,c-083,Performance Marketing Consultant Gurgaon,informational_bofu,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant quotes gurgaon,c-083,Performance Marketing Consultant Gurgaon,informational_bofu,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
performance marketing consultant cost in gurgaon,c-083,Performance Marketing Consultant Gurgaon,informational_bofu,mid,gurgaon,1,parked,2,4,2,7,inferred,,,,
